userId,movieId,rating,timestamp
10,96079,5.0,1455302172
11,208,3.0,902154706
11,292,4.0,902154383
11,466,3.0,902154805
11,1584,5.0,902155136
11,1604,4.0,902154647
12,40629,5.0,1247264192
13,4148,4.0,987895720
14,491,3.0,835441672
15,849,2.0,1299425064
15,858,4.0,1510571941
15,4370,4.0,1510573239
15,5618,3.0,1510578001
15,5952,3.5,1510571759
15,58559,2.0,1510571886
15,152077,5.0,1510572535
16,849,4.0,1377476589
16,858,2.5,1377476772
16,1219,3.0,1377477594
16,1222,4.5,1377477957
16,1230,4.0,1377477576
16,1680,3.5,1377476680
16,2427,1.5,1377476573
16,2490,3.0,1377476611
16,3000,4.0,1377477521
16,3022,3.5,1377477000
16,5618,4.5,1377476877
16,5952,3.5,1377477424
16,7153,3.5,1377477293
16,58559,4.5,1377476817
17,858,5.0,1305696683
17,899,3.5,1305696265
17,1222,4.5,1305696870
17,1466,3.0,1322629229
17,3263,4.0,1305696358
17,3435,3.5,1307262260
17,5618,5.0,1322628751
17,5952,5.0,1305696823
17,6016,4.5,1322628668
17,7153,4.5,1305696820
17,58559,4.5,1305696675
18,2,3.0,1455617462
18,34,2.5,1455617533
18,208,3.0,1455617516
18,466,2.5,1459946776
18,849,3.5,1455735861
18,858,4.0,1455050024
18,1086,4.0,1473368992
18,1212,4.5,1455059742
18,1219,4.5,1455050177
18,1222,4.5,1455050183
18,1466,4.0,1476901312
18,1954,4.0,1455749673
18,2490,3.5,1504894686
18,3081,4.0,1455231488
18,5218,4.0,1455209763
18,5816,3.5,1456923936
18,5952,3.5,1455209677
18,7153,4.5,1455049801
18,7323,3.0,1455049931
18,8117,4.0,1456859960
18,32460,3.5,1492805550
18,37741,4.0,1455050937
18,55118,4.5,1469995045
18,58559,4.0,1455049372
18,69122,3.0,1455529969
18,88140,4.0,1455051109
18,102125,3.5,1457382480
18,122918,4.0,1510946731
18,168252,4.0,1493155981
18,171023,4.0,1505599943
19,2,3.0,965704331
19,34,4.0,965705661
19,54,2.0,965702660
19,186,2.0,965707724
19,208,2.0,965709832
19,325,2.0,965708360
19,328,2.0,965705076
19,410,2.0,965706683
19,432,3.0,965707983
19,466,3.0,965707518
19,575,2.0,965706866
19,708,3.0,965706615
19,742,3.0,965711994
19,761,3.0,965709832
19,849,2.0,965704033
19,880,2.0,965711873
19,933,4.0,965705982
19,1086,4.0,965710914
19,1219,4.0,965704863
19,1269,4.0,965705942
19,1278,4.0,965704863
19,1333,3.0,965704881
19,1355,2.0,965711649
19,1474,2.0,965707137
19,1551,2.0,965710019
19,1584,3.0,965703628
19,1593,2.0,965708002
19,1834,3.0,965710871
19,1862,1.0,965704079
19,1888,2.0,965707419
19,1919,2.0,965705572
19,1920,3.0,965704331
19,2037,4.0,965707724
19,2108,3.0,965706140
19,2249,3.0,965707637
19,2263,2.0,965711529
19,2321,3.0,965706019
19,2372,1.0,965707044
19,2428,3.0,965703915
19,2490,3.0,965711184
19,2539,2.0,965706592
19,2617,3.0,965705018
19,2733,2.0,965707746
19,2797,3.0,965704248
19,2860,2.0,965706684
19,2867,3.0,965706185
19,2968,5.0,965703674
19,2987,5.0,965709047
19,3033,2.0,965703811
19,3034,3.0,965709047
19,3048,2.0,965707487
19,3081,3.0,965703033
19,3213,4.0,965708982
19,3238,1.0,965703061
19,3263,2.0,965706592
19,3358,5.0,965706140
19,3395,3.0,965707983
19,3450,3.0,965706185
19,3454,2.0,965703458
19,3526,2.0,965706019
19,3622,3.0,965706114
19,3708,2.0,965711769
20,2,3.0,1054038313
20,34,4.0,1054038093
20,239,4.5,1054038398
20,899,4.0,1054147395
20,1282,4.5,1054038160
20,1333,3.5,1054036254
20,1919,3.5,1054038348
20,2090,3.0,1054038269
20,2617,2.5,1054036168
20,2987,5.0,1054038485
20,3034,5.0,1054038099
20,3159,5.0,1054038115
20,3972,3.0,1054147174
20,4019,4.0,1054037081
20,4025,3.5,1054147190
20,4308,3.5,1054037213
20,4370,3.0,1054037504
20,4519,3.5,1054038247
20,5218,5.0,1054037258
20,5618,5.0,1054037190
20,5816,4.5,1054037077
20,5952,5.0,1054037144
21,2,3.5,1419795031
21,858,2.5,1376823648
21,1230,2.5,1418932215
21,2023,2.5,1428775446
21,2378,2.5,1376822727
21,2403,2.5,1441393000
21,2617,3.5,1468113361
21,3000,0.5,1441393015
21,3022,4.0,1407617678
21,5218,4.0,1407617661
21,5816,4.0,1418932149
21,5952,2.0,1419025155
21,6503,3.5,1376823470
21,7153,1.5,1419025150
21,40629,1.5,1418926598
21,40815,4.0,1403460886
21,45672,3.0,1419794605
21,52973,3.5,1418846853
21,58025,2.0,1468113562
21,58559,3.5,1376823495
21,68791,3.5,1468113374
21,69122,3.5,1500701830
21,81564,2.5,1419794453
21,85259,4.0,1418932202
21,88140,3.5,1441393049
21,95738,3.0,1418063017
21,96079,4.0,1419795339
21,102125,3.5,1441393005
21,117368,3.5,1418063202
21,122896,4.0,1452052163
21,166492,3.5,1483340772
21,167036,4.0,1483340756
21,168252,3.0,1500701559
21,173307,0.5,1500701120
22,858,3.0,1268726337
22,2160,4.0,1268330584
22,2968,3.0,1268726071
22,5816,0.5,1268726358
22,7153,1.0,1268726287
22,37741,3.5,1268726773
22,58559,3.0,1268727214
22,69122,0.5,1268727419
23,272,4.0,1107162524
23,300,3.0,1107342187
23,741,4.0,1107341586
23,858,3.5,1107163336
23,1212,5.0,1107162640
23,1218,3.5,1107164383
23,1222,5.0,1107341684
23,1233,5.0,1107162927
23,1859,3.5,1107163015
23,3000,3.5,1107164425
23,3030,3.0,1107164365
23,3181,3.5,1107164248
23,5618,4.0,1107163683
23,7064,3.5,1107164411
23,8012,4.0,1107164430
23,8228,4.0,1107162877
24,2405,2.5,1458941272
24,2617,3.5,1458941896
24,45672,3.0,1458944130
24,52973,3.5,1458941098
24,58559,4.0,1458941530
24,61132,3.0,1458941827
24,96079,3.5,1458941632
25,5952,5.0,1535470419
25,7153,5.0,1535470418
25,58559,5.0,1535470524
25,122916,4.5,1535470504
26,34,3.0,836950483
26,208,2.0,836950403
26,300,3.0,836950431
27,2,4.0,962685711
27,34,5.0,962685351
27,62,5.0,962684909
27,1222,1.0,962684822
27,1474,3.0,962685802
27,1584,4.0,962686711
27,1592,3.0,962685525
27,1920,2.0,962685711
27,3033,2.0,965151190
27,3451,5.0,965149512
28,62,3.5,1242290542
28,224,3.0,1234334917
28,300,2.0,1242288446
28,456,2.0,1235806094
28,599,3.0,1234514490
28,858,4.5,1234338178
28,899,2.0,1234334934
28,1222,4.0,1234338173
28,1230,2.0,1243837368
28,1233,3.5,1234338465
28,1466,3.0,1234570448
28,1584,3.5,1242290563
28,2021,5.0,1234334942
28,2023,3.5,1234516183
28,2403,2.0,1234516006
28,2427,3.5,1242290428
28,2490,4.5,1234516086
28,2539,1.5,1242290775
28,2618,3.0,1242287649
28,2968,4.0,1234334945
28,3033,3.0,1277002147
28,3260,3.0,1242289079
28,4019,3.0,1242288498
28,4370,3.0,1242290689
28,5952,3.5,1234338346
28,6867,4.0,1240211660
28,7153,3.5,1234338343
28,7263,3.0,1240211839
28,7841,4.5,1234337227
28,8633,4.5,1234337791
28,37741,2.0,1234341011
28,40629,2.0,1236313806
28,49265,4.0,1235975785
28,55118,4.0,1234338278
28,56607,2.5,1240211643
28,58559,3.5,1234337988
28,60389,4.0,1234335266
28,61132,2.0,1242290318
28,63433,2.0,1235975882
28,68791,4.5,1277002158
29,858,4.5,1307907013
29,953,5.0,1307906372
29,1222,4.0,1308084128
30,5952,5.0,1500370399
30,7153,5.0,1500370349
30,58559,5.0,1500370398
31,62,4.0,850466616
31,1278,5.0,850467425
31,1282,5.0,850467485
31,1363,5.0,850466810
32,62,3.0,856736119
32,224,4.0,856737388
32,272,5.0,856737123
32,410,3.0,856737082
32,538,5.0,856737123
32,694,3.0,856736374
32,708,4.0,856736227
32,761,4.0,856736316
32,849,2.0,856736405
32,880,3.0,856736405
32,1086,4.0,856737270
32,1429,4.0,856736579
33,34,3.0,939646940
33,249,3.0,939716778
33,272,4.0,939716778
33,300,3.0,939648134
33,452,4.0,939716519
33,1399,2.0,939716472
33,1888,4.0,939716559
33,2108,2.0,939646865
33,2357,5.0,939654747
33,2490,3.0,939654747
33,2539,4.0,939718916
34,2617,4.0,1162050143
34,3000,4.0,1163954620
34,5952,1.0,1162049047
35,62,5.0,830939748
35,237,3.0,830939834
35,300,4.0,830939505
36,1086,3.5,1100803718
36,1222,2.5,1100803585
36,1278,2.5,1100803373
36,4025,2.0,1100803619
36,6662,3.0,1100803749
37,292,4.0,845239483
38,62,3.0,841341570
38,208,1.0,841341271
38,224,4.0,841341598
38,237,3.0,841341680
38,292,3.0,841341248
38,300,4.0,841341323
38,410,3.0,841341323
38,432,3.0,841341428
38,466,3.0,841341698
39,858,4.0,974789111
39,1219,5.0,974788126
39,1282,1.0,974788629
39,1584,5.0,974787637
39,1862,2.0,974787293
39,1954,2.0,974789327
39,2987,4.0,974788841
39,3000,5.0,974789174
39,3034,3.0,974787064
39,3213,5.0,974788976
40,34,5.0,832059080
40,62,5.0,832059339
40,186,3.0,832059273
40,208,2.0,832059012
40,224,4.0,832059339
40,272,5.0,832059417
40,292,3.0,832059012
40,300,5.0,832059012
40,410,3.0,832059053
40,432,3.0,832059116
40,491,5.0,832060059
41,215,2.0,1458939048
41,1219,4.0,1459367455
41,1222,2.0,1459367467
41,1584,2.0,1459367550
41,2160,5.0,1459368424
41,3081,3.0,1458938954
41,5618,3.5,1458939566
41,5816,1.0,1458939735
41,5952,2.0,1459367614
41,6016,4.0,1459367510
41,8981,4.0,1458943785
41,41285,4.0,1458940241
41,52973,3.5,1458940187
41,61132,3.0,1459367553
41,69122,3.0,1459367594
42,186,4.0,996220852
42,234,4.0,996256613
42,292,3.0,996219167
42,360,3.0,996221517
42,410,2.0,996220754
42,432,3.0,996214645
42,433,4.0,996221323
42,466,2.0,996221118
42,708,4.0,996218960
42,858,5.0,996213544
42,880,2.0,996256386
42,1222,5.0,996216146
42,1466,4.0,996218645
42,1474,2.0,996256020
42,1488,4.0,996221045
42,2023,5.0,996213544
42,2146,4.0,996258824
42,2263,4.0,996258924
42,2372,5.0,996260113
42,2404,2.0,996260446
42,2427,4.0,996219440
42,2490,4.0,996219699
42,2497,4.0,996221544
42,2539,4.0,996219389
42,2568,4.0,996256809
42,2796,4.0,996259372
42,2968,4.0,996258272
42,2987,4.0,996262677
42,3033,4.0,996212624
42,3120,4.0,996256020
42,3263,4.0,996220054
42,3450,5.0,996219061
42,3527,2.0,996216146
42,4322,4.0,996258299
42,4359,4.0,996216210
42,4361,3.0,996216063
42,4477,2.0,996260446
43,34,5.0,848993816
43,57,5.0,848994678
43,208,4.0,848993747
43,292,5.0,848993718
43,300,3.0,848993816
43,325,5.0,848994749
43,410,4.0,848993816
43,432,4.0,848993928
43,575,5.0,848994691
43,1105,5.0,848995145
44,849,3.0,869252088
44,1429,5.0,869252417
45,62,4.0,1091306047
45,186,3.5,1121724898
45,292,4.0,1091305981
45,466,3.0,1034343953
45,849,3.0,950741270
45,858,5.0,950722240
45,934,3.0,950724757
45,1282,5.0,950726185
45,1584,5.0,950740871
45,1615,3.0,950740452
45,1862,3.0,950741111
45,1934,3.0,1021412195
45,2021,3.0,950741223
45,2042,3.0,951170693
45,2108,2.0,951170390
45,2797,4.0,1020802309
45,2987,4.0,950740549
45,3033,4.0,959625116
45,3385,2.0,959625116
45,3972,5.0,1007484492
45,4308,5.0,1009399292
45,5218,3.5,1121724091
45,5307,3.0,1020802747
46,208,3.0,834787906
46,292,5.0,834787826
46,300,3.0,834788016
46,432,3.0,834788146
47,62,3.0,1496205312
47,2797,2.0,1496209861
47,69122,0.5,1496209805
48,1584,4.5,1127128836
48,2617,4.5,1127128670
48,2797,4.0,1127128586
49,5218,4.0,1493093122
49,168252,4.5,1493092998
50,741,3.5,1515105957
50,858,4.0,1514240681
50,899,4.0,1514238688
50,1230,3.5,1527108505
50,1273,3.0,1514239272
50,1278,3.5,1514238500
50,2160,4.0,1523039151
50,3000,3.5,1527106195
50,3022,3.0,1514239288
50,3034,3.0,1514239076
50,4914,4.0,1518168710
50,4928,4.0,1518168514
50,5004,3.0,1527106283
50,5218,2.0,1514238391
50,5618,4.0,1527106171
50,5816,2.5,1514238291
50,6662,3.0,1514239274
50,6666,3.5,1518168593
50,7206,3.5,1518168552
50,8157,3.0,1514239905
50,8379,3.0,1514240037
50,32659,2.5,1514240275
50,32875,3.0,1514240242
50,44719,2.5,1514240340
50,46062,1.0,1527371735
50,52885,3.0,1527370859
50,58559,3.0,1527542309
50,69122,1.0,1514238580
50,81018,3.0,1514496830
50,92046,3.0,1514240443
50,95543,1.0,1514239648
50,96079,2.5,1514238937
50,97225,2.0,1527108237
50,105250,3.5,1534178956
50,113374,3.0,1516264368
50,122898,0.5,1514240068
50,122918,1.0,1514239279
50,164280,3.5,1529600343
50,168254,1.5,1514239909
50,168492,3.5,1527108487
50,171759,3.0,1514240171
50,172013,3.0,1514240413
50,172461,3.0,1514240348
50,174403,2.5,1527542476
50,175693,2.5,1527542462
50,175743,3.0,1514240506
51,2,4.5,1230932741
51,186,3.5,1230932673
51,433,3.5,1230931581
51,466,3.5,1230929794
51,708,4.0,1230929765
51,849,4.5,1230928795
51,858,3.5,1230931501
51,934,1.0,1230930567
51,953,5.0,1230929755
51,1244,4.0,1230932469
51,1298,5.0,1230930504
51,1834,4.0,1230930432
51,2023,3.5,1230932337
51,2249,5.0,1230931264
51,2321,5.0,1230932267
51,2490,3.0,1230929547
51,2617,0.5,1230932189
51,2634,3.0,1230932179
51,2752,2.5,1230931151
51,2797,5.0,1230929516
51,4148,0.5,1230930069
51,4308,0.5,1230929415
51,4340,2.5,1230930946
51,4464,4.0,1230930939
51,4508,3.5,1230930925
51,4591,3.0,1230931975
51,5339,3.5,1230931932
51,5816,5.0,1230931868
51,6659,4.0,1230929951
51,6873,5.0,1230930808
51,8623,3.5,1230930734
51,52722,3.5,1230930672
51,52973,4.5,1230929864
51,58559,4.0,1230932758
52,7153,5.0,1468051114
52,52973,4.5,1468051570
52,55118,5.0,1468052001
52,58559,5.0,1468051847
52,61132,5.0,1468051981
52,69122,5.0,1468051452
52,96079,3.0,1468051310
53,249,5.0,1237748109
53,748,5.0,1237748062
53,880,5.0,1237748077
53,1298,5.0,1237748074
53,4019,5.0,1237748087
54,410,3.0,839921084
55,186,0.5,1312747648
55,2427,0.5,1312747741
55,2490,3.5,1312747824
56,208,4.0,835799162
56,292,4.0,835799140
56,410,3.0,835799188
57,208,1.0,969754810
57,224,4.0,965797175
57,234,3.0,965797839
57,272,3.0,972172467
57,410,2.0,972174771
57,748,2.0,965798916
57,761,2.0,969754038
57,849,2.0,965799010
57,858,5.0,965795615
57,880,3.0,965799044
57,899,5.0,965796563
57,933,4.0,965796716
57,1212,5.0,965796633
57,1222,4.0,969754290
57,1269,4.0,965796373
57,1278,4.0,965796278
57,1282,4.0,965796031
57,1429,4.0,969754408
57,1564,3.0,972172529
57,1584,3.0,965798731
57,1954,4.0,969754244
57,2009,4.0,965798759
57,2021,2.0,965798759
57,2023,3.0,969754641
57,2102,4.0,965796031
57,2108,3.0,965797154
57,2321,4.0,965796969
57,2403,4.0,969754456
57,2405,2.0,969754729
57,2490,4.0,969754509
57,2617,3.0,969753871
57,2797,3.0,969753274
57,2968,4.0,965798155
57,2987,3.0,965796062
57,3022,5.0,965796211
57,3030,5.0,965796187
57,3033,3.0,965798785
57,3081,4.0,972174580
57,3159,3.0,972175038
57,3260,3.0,972174279
57,3435,4.0,965795745
57,3446,4.0,965795650
57,3527,3.0,965798716
57,3593,1.0,965799070
58,62,3.0,847718910
58,186,3.0,847718910
58,208,4.0,847718580
58,224,3.0,847719065
58,234,4.0,847719333
58,249,5.0,847719464
58,292,4.0,847718544
58,300,5.0,847718674
58,708,5.0,847719464
59,858,5.0,953609775
59,1086,4.0,953610338
59,1212,5.0,953610203
59,1219,5.0,953610203
59,1222,5.0,953610028
59,1233,5.0,953609857
59,1244,5.0,953610406
59,1269,5.0,953610300
59,2076,5.0,953610526
59,2160,5.0,953610338
59,2427,5.0,953609057
59,2968,5.0,953610660
59,2987,1.0,953609660
59,3450,3.0,953608587
60,858,5.0,1393542055
60,6016,4.0,1393542073
60,58559,5.0,1393542075
61,5952,4.5,1145531615
61,7153,4.5,1145532573
62,2,4.0,1528843890
62,410,4.5,1525636601
62,858,5.0,1521488566
62,2023,5.0,1525636725
62,2617,3.0,1521822500
62,3000,4.0,1521822696
62,4148,5.0,1521822932
62,5618,5.0,1521488944
62,5816,4.5,1521490262
62,5952,5.0,1521488589
62,7153,5.0,1521488588
62,40815,4.5,1521489708
62,50804,5.0,1522190353
62,52722,4.0,1521490430
62,58559,5.0,1521488846
62,68848,4.0,1527274282
62,69122,4.0,1521488917
62,81564,3.5,1523786536
62,88140,4.0,1521490228
62,96079,4.5,1521489704
62,102125,3.5,1521490450
62,115210,4.5,1522190590
62,122896,3.5,1523047955
62,122898,4.0,1523048682
62,122916,4.0,1521489045
62,122918,4.0,1521488924
62,143355,3.5,1521490047
62,168252,5.0,1521489970
62,170827,3.5,1523048693
62,171763,4.0,1523048763
62,173925,4.0,1523048625
62,174053,5.0,1525637282
63,34,3.0,1443201169
63,208,2.0,1443201186
63,858,4.0,1443199776
63,953,4.0,1443199729
63,1222,2.5,1443199857
63,1278,3.0,1443199901
63,1282,4.0,1443200228
63,3000,3.5,1443200472
63,3435,4.0,1443200927
63,5218,4.0,1443290261
63,5618,4.0,1443200445
63,5952,3.5,1443200469
63,6016,4.5,1443200443
63,7153,4.0,1443199780
63,53000,2.0,1443729640
63,58559,5.0,1443199770
63,67997,4.0,1443348576
63,88140,4.0,1443200372
63,96079,3.5,1443200115
64,34,4.5,1161520212
64,186,2.5,1161559750
64,432,2.5,1161519711
64,466,3.5,1161529425
64,708,4.5,1161521683
64,858,5.0,1161520037
64,1222,4.0,1161521646
64,1282,3.5,1161559559
64,1466,4.0,1161559960
64,2023,3.5,1161529245
64,2321,3.5,1161521673
64,2427,5.0,1161565686
64,2539,3.0,1161559712
64,2617,3.5,1161521136
64,2797,4.0,1161520603
64,2905,3.5,1161531147
64,2987,4.0,1161520641
64,3030,4.0,1161531362
64,3033,3.5,1161529332
64,3450,3.5,1161566020
64,3526,4.0,1161566627
64,4025,2.5,1161528918
64,4148,3.0,1161559956
64,4308,3.0,1161521141
64,4370,3.5,1161521266
64,4964,3.5,1161530514
64,5218,3.5,1161521167
64,5690,5.0,1161530765
64,5816,3.5,1161520344
64,5952,4.5,1161519958
64,6016,3.5,1161528980
64,6659,4.5,1161565778
64,7153,4.5,1161519718
64,8623,4.0,1161565658
64,8783,3.5,1161529386
64,8981,4.0,1161559535
64,27523,5.0,1161529747
64,40815,4.0,1161520530
65,7153,4.0,1494767041
65,58559,4.5,1494802468
65,88140,3.0,1494767074
66,208,4.0,1113190327
66,224,5.0,1113190336
66,272,3.5,1113190319
66,849,3.5,1113190262
66,953,4.0,1104645133
66,1222,4.5,1093747612
66,1488,3.5,1113190123
66,1862,1.0,1113190775
66,1956,5.0,1113188521
66,2146,4.5,1113188460
66,2316,3.5,1113188714
66,2401,4.0,1093748010
66,2617,2.0,1099187060
66,2797,4.0,1093748037
66,2956,4.0,1113190710
66,2966,4.0,1099188014
66,2987,4.0,1113190027
66,3033,3.5,1113190038
66,3526,4.5,1113189969
66,4322,4.0,1104644449
66,4591,3.5,1113189010
66,5618,4.5,1093747753
66,5952,5.0,1093747320
66,6238,3.0,1113190432
66,7015,4.0,1113189214
66,7127,3.5,1113190384
66,7153,5.0,1093747306
67,5952,2.0,1501274082
67,7153,2.0,1501274080
68,2,2.5,1158532776
68,34,1.0,1158531735
68,62,3.5,1158531021
68,208,4.0,1158531805
68,292,2.5,1158531915
68,410,3.5,1158531046
68,432,2.5,1158533238
68,466,2.5,1158533732
68,708,3.0,1158532899
68,858,4.0,1268848984
68,953,2.5,1180916203
68,1019,2.0,1261623837
68,1219,4.5,1158532359
68,1222,2.5,1158532539
68,1278,4.0,1158533151
68,1282,3.5,1230497956
68,1333,3.0,1158534724
68,1381,2.5,1269123666
68,1466,3.5,1268848948
68,1584,2.5,1158531968
68,1680,3.0,1158535785
68,1888,2.0,1269123687
68,1954,3.5,1230497753
68,2023,3.5,1158533286
68,2108,3.0,1230498355
68,2249,5.0,1275957886
68,2321,3.0,1158532445
68,2405,3.5,1158535596
68,2427,3.5,1158534718
68,2428,3.0,1261623428
68,2490,3.0,1158533913
68,2539,2.0,1158533762
68,2617,4.0,1158532098
68,2797,3.0,1180915903
68,2950,3.5,1269123357
68,2987,2.5,1158531994
68,3000,3.5,1158535147
68,3033,3.5,1158533122
68,3034,3.0,1158534005
68,3081,1.5,1158532662
68,3450,2.5,1261623134
68,3527,3.5,1158532314
68,3554,3.5,1275957681
68,3593,0.5,1269122274
68,3675,4.0,1180915725
68,4019,4.0,1180915656
68,4025,4.0,1158533207
68,4148,2.0,1158533513
68,4308,1.5,1158532299
68,5218,3.5,1158532311
68,5541,3.0,1261624333
68,5618,2.5,1198454699
68,5816,5.0,1158531666
68,5952,4.0,1158531245
68,6503,2.0,1158533715
68,6659,3.0,1158535153
68,6873,2.5,1158535629
68,7153,4.5,1158531337
68,7541,3.5,1267239074
68,8623,3.5,1293500383
68,8783,3.5,1158535195
68,8866,4.5,1208743792
68,8969,3.0,1269122992
68,8981,4.5,1158533720
68,40629,4.0,1198454393
68,40815,5.0,1158531466
68,41285,3.0,1240093196
68,50658,4.0,1233376648
68,52722,3.0,1198454680
68,52973,5.0,1198454474
68,53000,4.5,1261623163
68,54121,3.0,1271545670
68,55118,5.0,1233381200
68,55830,4.0,1208743338
68,56152,3.0,1233376601
68,58025,3.0,1230498420
68,58559,5.0,1218679006
68,61132,2.5,1230497857
68,67408,3.0,1261622524
68,67618,5.0,1271544213
68,68791,3.5,1261622515
68,69122,4.5,1261084618
68,73023,3.5,1275956460
68,79057,3.5,1293499804
68,81564,4.5,1304977737
68,88140,3.5,1313622704
68,96079,4.5,1355269764
68,122918,3.5,1526947569
68,168252,4.0,1526947535
69,4370,2.0,1021645473
70,858,5.0,1355198320
70,953,5.0,1355198436
70,1269,3.5,1355185088
70,1300,5.0,1355198710
70,1954,4.5,1355185315
70,37741,4.5,1355184928
71,62,4.0,864737933
71,208,2.0,864738913
72,858,4.5,1217324695
72,2427,4.5,1217323439
72,2490,4.0,1217323422
72,2634,4.0,1217323832
73,2321,4.0,1464196344
73,4025,2.0,1464197132
73,52722,5.0,1464275313
73,52973,4.0,1464275306
73,58559,4.5,1464196527
73,69122,3.0,1464197125
73,69278,1.0,1464198963
73,71518,4.0,1464198296
73,87485,3.0,1464198684
73,88140,4.5,1464197386
73,92509,3.5,1464198570
73,96079,5.0,1464275316
74,858,5.0,1207501497
74,926,5.0,1207502168
74,1212,5.0,1207501258
74,1219,4.5,1207501896
74,1230,5.0,1207501321
74,2076,5.0,1207499090
74,2160,5.0,1207502914
74,2360,4.5,1207500558
74,2966,3.5,1207502033
74,3083,5.0,1207500457
74,3307,5.0,1207501386
74,5890,5.0,1207502378
74,6016,5.0,1207499961
74,6666,5.0,1207501458
74,7323,5.0,1207500985
74,8154,5.0,1207500133
74,26350,5.0,1207500071
74,37741,3.5,1207500217
74,40629,3.5,1207501885
74,55118,5.0,1207500140
75,3034,4.0,1158982812
75,5952,4.0,1158982929
75,7153,4.0,1158967110
76,858,5.0,1439165633
76,953,2.0,1439167723
76,1278,4.0,1439167548
76,5952,3.0,1439168386
76,6016,3.0,1439165680
76,7153,3.0,1439168389
76,40815,3.0,1439165812
76,58559,3.0,1439167675
76,69122,3.0,1439167917
77,5816,5.0,1535107557
77,5952,5.0,1535107482
77,7153,5.0,1535107481
77,58559,5.0,1535107519
78,20,3.0,1252573422
78,466,3.0,1252575077
78,5541,3.0,1252575084
78,68791,2.0,1252574796
79,858,5.0,975281842
79,1218,5.0,975281934
79,1222,4.0,975281874
79,1954,4.0,975281904
79,2076,4.0,975281520
79,2249,4.0,975281591
79,2427,2.0,975281975
80,858,4.0,1377308032
80,3527,4.0,1377308343
80,53000,4.0,1377309266
80,58559,5.0,1377308057
80,69122,4.0,1377308777
80,96079,4.5,1377308526
80,102125,4.0,1377309044
81,208,1.0,845299800
82,2,3.0,1084465035
82,34,2.0,1084467775
82,466,3.0,1084468214
82,858,3.5,1084467795
82,2378,3.5,1084465176
82,2384,1.0,1084465190
82,2490,3.5,1084465181
82,2617,3.5,1084468304
82,2987,3.5,1084468057
82,4025,3.5,1084467136
82,5094,2.0,1084467611
82,5218,4.0,1084465094
82,6338,3.5,1084466483
82,6484,3.5,1084467535
82,6503,3.0,1084466391
82,6550,2.5,1084467580
82,6873,4.0,1084466714
82,7153,4.0,1084465038
