movieId,title,genres,imdbId,tmdbId,id,poster_path,poster_url
274,Man of the House (1995),Comedy,113755,40490.0,40490.0,/6bnOhhrrrq6RZhMgz4aGyqbJ9Wf.jpg,https://image.tmdb.org/t/p/w200/6bnOhhrrrq6RZhMgz4aGyqbJ9Wf.jpg
279,My Family (1995),Drama,113896,38722.0,38722.0,/wDV4MCBmmTdgNQTv2tYbQg5diaB.jpg,https://image.tmdb.org/t/p/w200/wDV4MCBmmTdgNQTv2tYbQg5diaB.jpg
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,114069,6950.0,6950.0,/4KymNvlWR0XF0sqX2BWRd9Z3yXR.jpg,https://image.tmdb.org/t/p/w200/4KymNvlWR0XF0sqX2BWRd9Z3yXR.jpg
300,Quiz Show (1994),Drama,110932,11450.0,11450.0,/yoGJo1h3Hl2exXPVcG9UXWDENtX.jpg,https://image.tmdb.org/t/p/w200/yoGJo1h3Hl2exXPVcG9UXWDENtX.jpg
325,National Lampoon's Senior Trip (1995),Comedy,113936,27993.0,27993.0,/qfMbFIGNIQ76FEu7Wg48aEbxFh1.jpg,https://image.tmdb.org/t/p/w200/qfMbFIGNIQ76FEu7Wg48aEbxFh1.jpg
328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,114608,9059.0,9059.0,/8uD5yk0ECebJ59lhvhTBKhUojc.jpg,https://image.tmdb.org/t/p/w200/8uD5yk0ECebJ59lhvhTBKhUojc.jpg
352,Crooklyn (1994),Comedy|Drama,109504,34152.0,34152.0,/iFqe07F78SO0SIBzWcK4I5MwNvP.jpg,https://image.tmdb.org/t/p/w200/iFqe07F78SO0SIBzWcK4I5MwNvP.jpg
354,Cobb (1994),Drama,109450,29973.0,29973.0,/k6FYPlBJbH6e7UrDQ9B6LTNDSkD.jpg,https://image.tmdb.org/t/p/w200/k6FYPlBJbH6e7UrDQ9B6LTNDSkD.jpg
359,I Like It Like That (1994),Comedy|Drama|Romance,110091,48992.0,48992.0,/5KYvQJGgrvceGhsRe8ydSpU7A8a.jpg,https://image.tmdb.org/t/p/w200/5KYvQJGgrvceGhsRe8ydSpU7A8a.jpg
360,I Love Trouble (1994),Action|Comedy,110093,10879.0,10879.0,/kOiWROfIm3Drk4EHr4XdNKNk5oZ.jpg,https://image.tmdb.org/t/p/w200/kOiWROfIm3Drk4EHr4XdNKNk5oZ.jpg
410,Addams Family Values (1993),Children|Comedy|Fantasy,106220,2758.0,2758.0,/zEwEXGDvJ8Ou2s6XbLMPvMTX53S.jpg,https://image.tmdb.org/t/p/w200/zEwEXGDvJ8Ou2s6XbLMPvMTX53S.jpg
432,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,109439,11310.0,11310.0,/gh0lsyJARglhpbKmnY8i8M7V5bI.jpg,https://image.tmdb.org/t/p/w200/gh0lsyJARglhpbKmnY8i8M7V5bI.jpg
433,Clean Slate (1994),Comedy,109443,18658.0,18658.0,/kAYsvQvBVshLHGTIDGHcj9jTJq0.jpg,https://image.tmdb.org/t/p/w200/kAYsvQvBVshLHGTIDGHcj9jTJq0.jpg
437,Cops and Robbersons (1994),Comedy,109480,26261.0,26261.0,/wnkWgFU5UcLwbExCp1YtCg5Ox4E.jpg,https://image.tmdb.org/t/p/w200/wnkWgFU5UcLwbExCp1YtCg5Ox4E.jpg
452,Widows' Peak (1994),Drama,111712,25440.0,25440.0,/xXyVUwvJesJJChzpvn7xj5cAOfm.jpg,https://image.tmdb.org/t/p/w200/xXyVUwvJesJJChzpvn7xj5cAOfm.jpg
456,Fresh (1994),Crime|Drama|Thriller,109842,13815.0,13815.0,/uXRIIUzjDZZdWR2cUzPJ9eAqaHv.jpg,https://image.tmdb.org/t/p/w200/uXRIIUzjDZZdWR2cUzPJ9eAqaHv.jpg
458,Geronimo: An American Legend (1993),Drama|Western,107004,35588.0,35588.0,/cipYLKXoT3PRPIccwUN47bZvYhO.jpg,https://image.tmdb.org/t/p/w200/cipYLKXoT3PRPIccwUN47bZvYhO.jpg
466,Hot Shots! Part Deux (1993),Action|Comedy|War,107144,9255.0,9255.0,/oOXt9gmvsbnoNAx6s202GDTirfw.jpg,https://image.tmdb.org/t/p/w200/oOXt9gmvsbnoNAx6s202GDTirfw.jpg
491,"Man Without a Face, The (1993)",Drama,107501,10502.0,10502.0,/24QERLoucnNZIE0gGYdCFzi58IV.jpg,https://image.tmdb.org/t/p/w200/24QERLoucnNZIE0gGYdCFzi58IV.jpg
526,"Savage Nights (Nuits fauves, Les) (1992)",Drama,105032,41878.0,41878.0,/i9Yg2QH13DfezpKVvdrl0Olpe9V.jpg,https://image.tmdb.org/t/p/w200/i9Yg2QH13DfezpKVvdrl0Olpe9V.jpg
533,"Shadow, The (1994)",Action|Adventure|Fantasy|Mystery,111143,8850.0,8850.0,/uk2DdXqdGiFfF5PrvvadQHKES1o.jpg,https://image.tmdb.org/t/p/w200/uk2DdXqdGiFfF5PrvvadQHKES1o.jpg
538,Six Degrees of Separation (1993),Drama,108149,23210.0,23210.0,/uBbjfRWu5Z9YbzC1LyvA0o1DeyZ.jpg,https://image.tmdb.org/t/p/w200/uBbjfRWu5Z9YbzC1LyvA0o1DeyZ.jpg
563,Germinal (1993),Drama|Romance,107002,51980.0,51980.0,/uGDqQAosD7HDD1YZd5sgoSLoNfT.jpg,https://image.tmdb.org/t/p/w200/uGDqQAosD7HDD1YZd5sgoSLoNfT.jpg
575,"Little Rascals, The (1994)",Children|Comedy,110366,10897.0,10897.0,/bYpc0diOR3nk9yZeDXEHmsjuKjI.jpg,https://image.tmdb.org/t/p/w200/bYpc0diOR3nk9yZeDXEHmsjuKjI.jpg
599,"Wild Bunch, The (1969)",Adventure|Western,65214,576.0,576.0,/zZhp7p8qvfVrSLKpOFHcKjpEj8f.jpg,https://image.tmdb.org/t/p/w200/zZhp7p8qvfVrSLKpOFHcKjpEj8f.jpg
617,"Flower of My Secret, The (La flor de mi secreto) (1995)",Comedy|Drama,113083,4307.0,4307.0,/ssWPuAaSbIwWczkKAfvk2hTAVoX.jpg,https://image.tmdb.org/t/p/w200/ssWPuAaSbIwWczkKAfvk2hTAVoX.jpg
645,Nelly & Monsieur Arnaud (1995),Drama,113947,12652.0,12652.0,/vtQl8XRlR0YRAHSZvBweMeePrVu.jpg,https://image.tmdb.org/t/p/w200/vtQl8XRlR0YRAHSZvBweMeePrVu.jpg
668,Song of the Little Road (Pather Panchali) (1955),Drama,48473,5801.0,5801.0,/frZj5djlU9hFEjMcL21RJZVuG5O.jpg,https://image.tmdb.org/t/p/w200/frZj5djlU9hFEjMcL21RJZVuG5O.jpg
670,"World of Apu, The (Apur Sansar) (1959)",Drama,52572,896.0,896.0,/6Tz1Q69o2n3Zwb0ZffzPL0nFt2T.jpg,https://image.tmdb.org/t/p/w200/6Tz1Q69o2n3Zwb0ZffzPL0nFt2T.jpg
680,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)",Drama|Mystery|Romance|Sci-Fi|Thriller,58898,8072.0,8072.0,/fFJP3D5fJDFxN7ChqSye1DZ0fTL.jpg,https://image.tmdb.org/t/p/w200/fFJP3D5fJDFxN7ChqSye1DZ0fTL.jpg
694,"Substitute, The (1996)",Action|Crime|Drama,117774,20762.0,20762.0,/jlhe2SKWqW3F7BEQl3sOkgXLtkW.jpg,https://image.tmdb.org/t/p/w200/jlhe2SKWqW3F7BEQl3sOkgXLtkW.jpg
698,Delta of Venus (1995),Drama,109593,38867.0,38867.0,/tV3GHas7BjqjNB6ta4SvL4TS6fv.jpg,https://image.tmdb.org/t/p/w200/tV3GHas7BjqjNB6ta4SvL4TS6fv.jpg
708,"Truth About Cats & Dogs, The (1996)",Comedy|Romance,117979,8866.0,8866.0,/zN4ffEQguITyRULhgxddNE6m8zd.jpg,https://image.tmdb.org/t/p/w200/zN4ffEQguITyRULhgxddNE6m8zd.jpg
741,Ghost in the Shell (Kôkaku kidôtai) (1995),Animation|Sci-Fi,113568,9323.0,9323.0,/9gC88zYUBARRSThcG93MvW14sqx.jpg,https://image.tmdb.org/t/p/w200/9gC88zYUBARRSThcG93MvW14sqx.jpg
742,Thinner (1996),Horror|Thriller,117894,10280.0,10280.0,/wmnTIiRf3Nl5jhMlqLRXQY5msN6.jpg,https://image.tmdb.org/t/p/w200/wmnTIiRf3Nl5jhMlqLRXQY5msN6.jpg
748,"Arrival, The (1996)",Action|Sci-Fi|Thriller,115571,10547.0,10547.0,/7K7NExClVGDQMaHzj7gwx4mcJ40.jpg,https://image.tmdb.org/t/p/w200/7K7NExClVGDQMaHzj7gwx4mcJ40.jpg
761,"Phantom, The (1996)",Action|Adventure,117331,9826.0,9826.0,/8k8RSMkmGR9Lp6FbKtithM3KIQb.jpg,https://image.tmdb.org/t/p/w200/8k8RSMkmGR9Lp6FbKtithM3KIQb.jpg
790,"Unforgettable Summer, An (Un été inoubliable) (1994)",Drama,111546,81949.0,81949.0,/qW6vsxia4F8Wk8FglHn3rgAVC0g.jpg,https://image.tmdb.org/t/p/w200/qW6vsxia4F8Wk8FglHn3rgAVC0g.jpg
823,"Collector, The (La collectionneuse) (1967)",Drama,61495,4837.0,4837.0,/wxSls14xsv2iukhmjAIGS7xbB0.jpg,https://image.tmdb.org/t/p/w200/wxSls14xsv2iukhmjAIGS7xbB0.jpg
841,"Eyes Without a Face (Yeux sans visage, Les) (1959)",Horror,53459,31417.0,31417.0,/orqJcha6R8vxIzL2ggCQm0LjRBa.jpg,https://image.tmdb.org/t/p/w200/orqJcha6R8vxIzL2ggCQm0LjRBa.jpg
849,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller,116225,10061.0,10061.0,/rAjz6XFC6Zs07oraJSnajbaAbG9.jpg,https://image.tmdb.org/t/p/w200/rAjz6XFC6Zs07oraJSnajbaAbG9.jpg
858,"Godfather, The (1972)",Crime|Drama,68646,238.0,238.0,/rPdtLWNsZmAtoZl9PK7S2wE3qiS.jpg,https://image.tmdb.org/t/p/w200/rPdtLWNsZmAtoZl9PK7S2wE3qiS.jpg
880,"Island of Dr. Moreau, The (1996)",Sci-Fi|Thriller,116654,9306.0,9306.0,/hOJeQXve8W9rNRhdgC1WV3GQJyA.jpg,https://image.tmdb.org/t/p/w200/hOJeQXve8W9rNRhdgC1WV3GQJyA.jpg
899,Singin' in the Rain (1952),Comedy|Musical|Romance,45152,872.0,872.0,/d5J53CwrVs6txB8zhE6qS2QhIV.jpg,https://image.tmdb.org/t/p/w200/d5J53CwrVs6txB8zhE6qS2QhIV.jpg
901,Funny Face (1957),Comedy|Musical,50419,13320.0,13320.0,/1CW8Wn2itBQ7wACBQHpOyIbPpmD.jpg,https://image.tmdb.org/t/p/w200/1CW8Wn2itBQ7wACBQHpOyIbPpmD.jpg
926,All About Eve (1950),Drama,42192,705.0,705.0,/6numIZH6uR3NlJgY9m7nGH0jhs.jpg,https://image.tmdb.org/t/p/w200/6numIZH6uR3NlJgY9m7nGH0jhs.jpg
933,To Catch a Thief (1955),Crime|Mystery|Romance|Thriller,48728,381.0,381.0,/wizxvCHhWTpJXxRew6FGPGFWTVl.jpg,https://image.tmdb.org/t/p/w200/wizxvCHhWTpJXxRew6FGPGFWTVl.jpg
934,Father of the Bride (1950),Comedy,42451,20758.0,20758.0,/pmqjgYKLh1XEdWBoSwHHbZfIk5F.jpg,https://image.tmdb.org/t/p/w200/pmqjgYKLh1XEdWBoSwHHbZfIk5F.jpg
937,Love in the Afternoon (1957),Comedy|Romance,50658,18299.0,18299.0,/szqbwEUt3TVWKLrQBiZiwR98Zi5.jpg,https://image.tmdb.org/t/p/w200/szqbwEUt3TVWKLrQBiZiwR98Zi5.jpg
953,It's a Wonderful Life (1946),Children|Drama|Fantasy|Romance,38650,1585.0,1585.0,/qRitcyVpWdL7bSV7akDcKTR2YxL.jpg,https://image.tmdb.org/t/p/w200/qRitcyVpWdL7bSV7akDcKTR2YxL.jpg
1006,"Chamber, The (1996)",Drama,115862,6346.0,6346.0,/dHwB9Fn2uBEkxkMZZxWpxMGrhL3.jpg,https://image.tmdb.org/t/p/w200/dHwB9Fn2uBEkxkMZZxWpxMGrhL3.jpg
1019,"20,000 Leagues Under the Sea (1954)",Adventure|Drama|Sci-Fi,46672,173.0,173.0,/pdi0lk5a0Yaq2HAk5v7SAj8oxT7.jpg,https://image.tmdb.org/t/p/w200/pdi0lk5a0Yaq2HAk5v7SAj8oxT7.jpg
1066,Shall We Dance (1937),Comedy|Musical|Romance,29546,31530.0,31530.0,/3be6vue3lbHtRACpJigYT6OYRYM.jpg,https://image.tmdb.org/t/p/w200/3be6vue3lbHtRACpJigYT6OYRYM.jpg
1085,"Old Man and the Sea, The (1958)",Adventure|Drama,52027,11331.0,11331.0,/cZw8zKKwEOUrSNo14Nk91kz82gm.jpg,https://image.tmdb.org/t/p/w200/cZw8zKKwEOUrSNo14Nk91kz82gm.jpg
1086,Dial M for Murder (1954),Crime|Mystery|Thriller,46912,521.0,521.0,/xrpK1PyckNWmRxU4kZURfaCyboS.jpg,https://image.tmdb.org/t/p/w200/xrpK1PyckNWmRxU4kZURfaCyboS.jpg
1105,Children of the Corn IV: The Gathering (1996),Horror,115885,25750.0,25750.0,/tRjeV9AZgCXGTqyvlp7Ui55Yb3l.jpg,https://image.tmdb.org/t/p/w200/tRjeV9AZgCXGTqyvlp7Ui55Yb3l.jpg
1119,Drunks (1995),Drama,112907,116844.0,116844.0,/m4hhljww2oSBtEDPBqHRifSJXJd.jpg,https://image.tmdb.org/t/p/w200/m4hhljww2oSBtEDPBqHRifSJXJd.jpg
1212,"Third Man, The (1949)",Film-Noir|Mystery|Thriller,41959,1092.0,1092.0,/rO2Fq0AZZx9obs52KJdx4mRE8p5.jpg,https://image.tmdb.org/t/p/w200/rO2Fq0AZZx9obs52KJdx4mRE8p5.jpg
1218,"Killer, The (Die xue shuang xiong) (1989)",Action|Crime|Drama|Thriller,97202,10835.0,10835.0,/8hTxlSqMAHBXAh1eB69ir0BXhzE.jpg,https://image.tmdb.org/t/p/w200/8hTxlSqMAHBXAh1eB69ir0BXhzE.jpg
1219,Psycho (1960),Crime|Horror,54215,539.0,539.0,/81d8oyEFgj7FlxJqSDXWr8JH8kV.jpg,https://image.tmdb.org/t/p/w200/81d8oyEFgj7FlxJqSDXWr8JH8kV.jpg
1222,Full Metal Jacket (1987),Drama|War,93058,600.0,600.0,/zoiGcNlYBR0r2fO2uP44XQF6S1W.jpg,https://image.tmdb.org/t/p/w200/zoiGcNlYBR0r2fO2uP44XQF6S1W.jpg
1230,Annie Hall (1977),Comedy|Romance,75686,703.0,703.0,/dEtjPywhDbAXYjoFfhBC4U9unU7.jpg,https://image.tmdb.org/t/p/w200/dEtjPywhDbAXYjoFfhBC4U9unU7.jpg
1233,"Boot, Das (Boat, The) (1981)",Action|Drama|War,82096,387.0,387.0,/nAhTaTpjATAtoxlf3Hbe6bDvQe0.jpg,https://image.tmdb.org/t/p/w200/nAhTaTpjATAtoxlf3Hbe6bDvQe0.jpg
1244,Manhattan (1979),Comedy|Drama|Romance,79522,696.0,696.0,/k4eT3EvfxW1L9Wmt04UqJqCvCR6.jpg,https://image.tmdb.org/t/p/w200/k4eT3EvfxW1L9Wmt04UqJqCvCR6.jpg
1269,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller,36613,212.0,212.0,/81BZ372hnaGIzgb825Ny2hoxxDO.jpg,https://image.tmdb.org/t/p/w200/81BZ372hnaGIzgb825Ny2hoxxDO.jpg
1273,Down by Law (1986),Comedy|Drama|Film-Noir,90967,1554.0,1554.0,/yqNZ9wPBCHt22tc3l4Nvw627DDO.jpg,https://image.tmdb.org/t/p/w200/yqNZ9wPBCHt22tc3l4Nvw627DDO.jpg
1278,Young Frankenstein (1974),Comedy|Fantasy,72431,3034.0,3034.0,/tQJAWbIjvvqVKLLbIZHtwGw2HTf.jpg,https://image.tmdb.org/t/p/w200/tQJAWbIjvvqVKLLbIZHtwGw2HTf.jpg
1282,Fantasia (1940),Animation|Children|Fantasy|Musical,32455,756.0,756.0,/dYZ1r3MJnXVGBBSYKgpd8UWGyFw.jpg,https://image.tmdb.org/t/p/w200/dYZ1r3MJnXVGBBSYKgpd8UWGyFw.jpg
1295,"Unbearable Lightness of Being, The (1988)",Drama,96332,10644.0,10644.0,/g1kPEwATsCI8DnGx6ViAhUVKQSI.jpg,https://image.tmdb.org/t/p/w200/g1kPEwATsCI8DnGx6ViAhUVKQSI.jpg
1298,Pink Floyd: The Wall (1982),Drama|Musical,84503,12104.0,12104.0,/jshxdvf8A7oQqBAH3GFwXRwDyCX.jpg,https://image.tmdb.org/t/p/w200/jshxdvf8A7oQqBAH3GFwXRwDyCX.jpg
1300,My Life as a Dog (Mitt liv som hund) (1985),Comedy|Drama,89606,8816.0,8816.0,/y61Bcb1NeLvq7D1gAyqS1mtoYbd.jpg,https://image.tmdb.org/t/p/w200/y61Bcb1NeLvq7D1gAyqS1mtoYbd.jpg
1310,Hype! (1996),Documentary,116589,30180.0,30180.0,/vfR9veCwZMZXfpCF5QlnaLFoSr1.jpg,https://image.tmdb.org/t/p/w200/vfR9veCwZMZXfpCF5QlnaLFoSr1.jpg
1325,Amityville: A New Generation (1993),Horror,106262,33519.0,33519.0,/k38YBT6yg22NziWVOT7p1ULLzQ9.jpg,https://image.tmdb.org/t/p/w200/k38YBT6yg22NziWVOT7p1ULLzQ9.jpg
1329,Blood for Dracula (Andy Warhol's Dracula) (1974),Horror,71233,25944.0,25944.0,/c4WFR6nV3oOkuKqxrVOs6ZOnXMd.jpg,https://image.tmdb.org/t/p/w200/c4WFR6nV3oOkuKqxrVOs6ZOnXMd.jpg
1332,"Believers, The (1987)",Horror|Thriller,92632,32076.0,32076.0,/wMDOgjHoDdKKj3UNZzjP8AW0wxR.jpg,https://image.tmdb.org/t/p/w200/wMDOgjHoDdKKj3UNZzjP8AW0wxR.jpg
1333,"Birds, The (1963)",Horror|Thriller,56869,571.0,571.0,/z0iYrJ6GsAMP3abOha7uGMuc5kZ.jpg,https://image.tmdb.org/t/p/w200/z0iYrJ6GsAMP3abOha7uGMuc5kZ.jpg
1334,"Blob, The (1958)",Horror|Sci-Fi,51418,8851.0,8851.0,/zVkexIhS9zhazR5EP0e79G8IswT.jpg,https://image.tmdb.org/t/p/w200/zVkexIhS9zhazR5EP0e79G8IswT.jpg
1349,Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice) (1986),Horror,91651,28198.0,28198.0,/3pS6Ps4MPqut53S1mSPHkG9zDrP.jpg,https://image.tmdb.org/t/p/w200/3pS6Ps4MPqut53S1mSPHkG9zDrP.jpg
1355,Nightwatch (1997),Horror|Thriller,119791,2212.0,2212.0,/sI3moXaWI1ZVFR4oJ1Hp3TWSShh.jpg,https://image.tmdb.org/t/p/w200/sI3moXaWI1ZVFR4oJ1Hp3TWSShh.jpg
1363,"Preacher's Wife, The (1996)",Drama,117372,21539.0,21539.0,/z1mU4g9poAgoDQRNLcfNdj3iiMs.jpg,https://image.tmdb.org/t/p/w200/z1mU4g9poAgoDQRNLcfNdj3iiMs.jpg
1381,Grease 2 (1982),Comedy|Musical|Romance,84021,9037.0,9037.0,/lTjDMtgfXb2bUrg80h2lJbvJMwW.jpg,https://image.tmdb.org/t/p/w200/lTjDMtgfXb2bUrg80h2lJbvJMwW.jpg
1399,Marvin's Room (1996),Drama,116999,9819.0,9819.0,/mousrrNQ0ypRjCvgYzgMrusTW8b.jpg,https://image.tmdb.org/t/p/w200/mousrrNQ0ypRjCvgYzgMrusTW8b.jpg
1419,Walkabout (1971),Adventure|Drama,67959,36040.0,36040.0,/24vooYt5StgtgcQObVr1GHuM5gy.jpg,https://image.tmdb.org/t/p/w200/24vooYt5StgtgcQObVr1GHuM5gy.jpg
1429,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996),Action|Adventure|Comedy|Thriller,116704,9404.0,9404.0,/9i6bhYbxe2g02e3GhljtktuyDMj.jpg,https://image.tmdb.org/t/p/w200/9i6bhYbxe2g02e3GhljtktuyDMj.jpg
1437,"Cement Garden, The (1993)",Drama,106535,14832.0,14832.0,/7bVAVixfrGcy8SeKElC8t2FynEd.jpg,https://image.tmdb.org/t/p/w200/7bVAVixfrGcy8SeKElC8t2FynEd.jpg
1454,SubUrbia (1997),Comedy|Drama,120238,28059.0,28059.0,/7PdRbG09K9JHYyOwwCSn3OdJb0N.jpg,https://image.tmdb.org/t/p/w200/7PdRbG09K9JHYyOwwCSn3OdJb0N.jpg
1466,Donnie Brasco (1997),Crime|Drama,119008,9366.0,9366.0,/xtKLvpOfARi1XVm8u2FTdhY5Piq.jpg,https://image.tmdb.org/t/p/w200/xtKLvpOfARi1XVm8u2FTdhY5Piq.jpg
1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),Children|Comedy,119432,9446.0,9446.0,/xylrUIHs3XxZ47scDg7H1wpYzm1.jpg,https://image.tmdb.org/t/p/w200/xylrUIHs3XxZ47scDg7H1wpYzm1.jpg
1488,"Devil's Own, The (1997)",Action|Drama|Thriller,118972,4477.0,4477.0,/7XIxdjhaoDIiv7slEiOhBEzMtqu.jpg,https://image.tmdb.org/t/p/w200/7XIxdjhaoDIiv7slEiOhBEzMtqu.jpg
1493,Love and Other Catastrophes (1996),Romance,116931,76996.0,76996.0,/dhlW5z7HSFZDUIYu85PuPdriY4L.jpg,https://image.tmdb.org/t/p/w200/dhlW5z7HSFZDUIYu85PuPdriY4L.jpg
1514,Temptress Moon (Feng Yue) (1996),Romance,116295,47694.0,47694.0,/o6MCqJzZUyahqX7zyTVrbucBx8g.jpg,https://image.tmdb.org/t/p/w200/o6MCqJzZUyahqX7zyTVrbucBx8g.jpg
1551,Buddy (1997),Adventure|Children|Drama,118787,15170.0,15170.0,/kbf9TnR3j81cRtafGDiGaMdTOz8.jpg,https://image.tmdb.org/t/p/w200/kbf9TnR3j81cRtafGDiGaMdTOz8.jpg
1564,For Roseanna (Roseanna's Grave) (1997),Comedy|Drama|Romance,120034,65889.0,65889.0,/qaimjcQYua8UjnEJAx6UPjRRc3a.jpg,https://image.tmdb.org/t/p/w200/qaimjcQYua8UjnEJAx6UPjRRc3a.jpg
1584,Contact (1997),Drama|Sci-Fi,118884,686.0,686.0,/yRF1qpaQPZJjiORDsR7eUHzSHbf.jpg,https://image.tmdb.org/t/p/w200/yRF1qpaQPZJjiORDsR7eUHzSHbf.jpg
1592,Air Bud (1997),Children|Comedy,118570,20737.0,20737.0,/ny0lBB66RdnhIkfzsqpLl2suQaY.jpg,https://image.tmdb.org/t/p/w200/ny0lBB66RdnhIkfzsqpLl2suQaY.jpg
1593,Picture Perfect (1997),Comedy|Romance,119896,9413.0,9413.0,/xYnvr4o7GEaA2uyt4Q1ASUI5Obv.jpg,https://image.tmdb.org/t/p/w200/xYnvr4o7GEaA2uyt4Q1ASUI5Obv.jpg
1599,Steel (1997),Action,120207,8854.0,8854.0,/hbH8oXJZPwcYxaa1JrUMq4ogg7G.jpg,https://image.tmdb.org/t/p/w200/hbH8oXJZPwcYxaa1JrUMq4ogg7G.jpg
1604,Money Talks (1997),Action|Comedy,119695,9416.0,9416.0,/bN57Rl003E9pYred5kw9Rp8h9Np.jpg,https://image.tmdb.org/t/p/w200/bN57Rl003E9pYred5kw9Rp8h9Np.jpg
1615,"Edge, The (1997)",Adventure|Drama,119051,9433.0,9433.0,/fvokkKZuhMosdpABHduMdOdIDkp.jpg,https://image.tmdb.org/t/p/w200/fvokkKZuhMosdpABHduMdOdIDkp.jpg
